ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Филиппова София Максимовна,Улица Крупской,14,123,1952,,,,,
Плотников Елисей Ильич,Нахимовский проспект,3,45,1988,,,,,
Орлова Алёна Романовна,Ленинский проспект,20,10,1961,,,,,
Горелов Владимир Дмитриевич,Улица Кравченко,4,226,1951,,,,,
Павлов Кирилл Александрович,Нахимовский проспект,3,192,1969,,,,,
Белов Максим Демидович,Улица Кравченко,27,84,1955,,,,,
Озеров Григорий Иванович,Улица Панфёрова,2,98,1985,,,,,
Сазонова Анастасия Александровна,Улица Марии Ульяновой,23,172,1967,,,,,
Тихонов Константин Артёмович,Улица Вавилова,13,162,2005,,,,,
Яковлев Леонид Константинович,Улица Кравченко,30,175,1980,,,,,
Смирнова Полина Максимовна,Ленинский проспект,18,18,1976,,,,,
Матвеева Ева Андреевна,Улица Строителей,23,95,1970,,,,,
Балашова Анна Савельевна,Улица Вавилова,20,154,1980,,,,,
Иванов Дмитрий Ярославович,Улица Академика Пилюгина,27,128,1963,,,,,
Попов Даниил Михайлович,Улица Кравченко,7,25,2001,,,,,
Ларина Александра Ярославовна,Улица Марии Ульяновой,23,144,1985,,,,,
Попов Даниил Михайлович,Улица Вавилова,10,86,1998,,,,,
Панфилова Зоя Петровна,Улица Архитектора Власова,1,199,1950,,,,,
Козлова Виктория Дмитриевна,Улица Крупской,21,250,1971,,,,,
Баранова Виктория Максимовна,Улица Марии Ульяновой,18,269,1990,,,,,
Яковлев Леонид Константинович,Улица Панфёрова,24,175,1974,,,,,
Никонова София Константиновна,Проспект Вернадского,16,253,2002,,,,,
Абрамова Кристина Андреевна,Улица Панфёрова,25,298,1999,,,,,
Захаров Николай Александрович,Проспект Вернадского,17,11,1983,,,,,
Пономарева Мирослава Григорьевна,Нахимовский проспект,10,25,1950,,,,,
Родионова Дарья Александровна,Улица Вавилова,24,121,2001,,,,,
Андреева Ева Андреевна,Улица Строителей,18,183,1974,,,,,
Сидоров Матвей Даниилович,Улица Строителей,12,50,1981,,,,,
Анохина Полина Кирилловна,Ленинский проспект,26,221,2002,,,,,
Белов Максим Демидович,Улица Архитектора Власова,1,108,1979,,,,,
Дьякова Анастасия Александровна,Ленинский проспект,30,104,1979,,,,,
Астахова София Ильинична,Улица Гарибальди,11,11,1986,,,,,
Богданов Владимир Маркович,Улица Строителей,12,136,1979,,,,,
Громова Кира Антоновна,Улица Гарибальди,28,177,1993,,,,,
Павлов Лев Александрович,Улица Крупской,22,213,1955,,,,,
Тихомиров Герман Даниилович,Улица Кравченко,3,202,1985,,,,,
Кудрявцева Анна Тимофеевна,Улица Панфёрова,17,221,2001,,,,,
Крючков Вячеслав Андреевич,Ленинский проспект,19,65,1950,,,,,
Давыдов Кирилл Янович,Улица Крупской,26,1,1976,,,,,
Терентьева Арина Марковна,Улица Академика Пилюгина,29,234,1965,,,,,
Осипов Александр Тимофеевич,Улица Архитектора Власова,7,164,1967,,,,,
Сергеев Гордей Ярославович,Улица Марии Ульяновой,21,153,1960,,,,,
Калинин Даниил Артёмович,Улица Строителей,29,234,1993,,,,,
Овчинникова Ольга Ильинична,Улица Марии Ульяновой,14,149,1974,,,,,
Денисов Алексей Романович,Улица Строителей,9,299,1987,,,,,
Васильева Вероника Мироновна,Улица Архитектора Власова,22,97,1993,,,,,
Воронина Полина Глебовна,Улица Вавилова,30,82,1972,,,,,
Смирнова Полина Максимовна,Улица Строителей,23,164,1983,,,,,
Островский Макар Глебович,Улица Архитектора Власова,6,24,2002,,,,,
Баранова Алиса Ивановна,Ленинский проспект,16,139,2003,,,,,
