ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Пономарева Ирина Александровна,Проспект Вернадского,15,282,1977,,,,,
Блохина Елизавета Ильинична,Улица Марии Ульяновой,8,175,1977,,,,,
Кожевников Иван Евгеньевич,Проспект Вернадского,12,32,1958,,,,,
Куликов Ярослав Фёдорович,Улица Строителей,26,193,1991,,,,,
Левин Сергей Ильич,Улица Вавилова,27,163,1976,,,,,
Соловьева Елизавета Ивановна,Улица Кравченко,5,27,1952,,,,,
Лебедева Василиса Андреевна,Улица Строителей,30,230,2002,,,,,
Шилова Алиса Ивановна,Улица Марии Ульяновой,21,217,1992,,,,,
Петрова Таисия Артёмовна,Улица Кравченко,9,178,1957,,,,,
Дмитриев Ярослав Романович,Улица Панфёрова,3,14,1961,,,,,
Соколова Василиса Александровна,Улица Панфёрова,19,26,1986,,,,,
Куликова Мария Никитична,Улица Строителей,18,157,1950,,,,,
Новикова Елизавета Дмитриевна,Улица Панфёрова,22,224,2001,,,,,
Воронина Полина Глебовна,Улица Крупской,24,52,1978,,,,,
Антонов Артём Платонович,Проспект Вернадского,24,142,1978,,,,,
Васильева София Марковна,Улица Архитектора Власова,8,139,1957,,,,,
Сазонова Анастасия Александровна,Улица Крупской,8,171,1961,,,,,
Никитина Мария Руслановна,Ленинский проспект,20,42,1975,,,,,
Щеглова Мария Артёмовна,Улица Строителей,2,184,1958,,,,,
Васильева Вероника Мироновна,Улица Гарибальди,6,42,1996,,,,,
Баранова Василиса Александровна,Улица Панфёрова,19,152,1984,,,,,
Калинин Даниил Артёмович,Улица Панфёрова,18,249,1999,,,,,
Шестаков Андрей Львович,Нахимовский проспект,13,106,1993,,,,,
Тихонова Мария Фёдоровна,Улица Академика Пилюгина,23,171,1959,,,,,
Козлов Иван Михайлович,Улица Крупской,12,130,1980,,,,,
Романова Вероника Николаевна,Проспект Вернадского,24,23,1975,,,,,
Беляева Ева Данииловна,Улица Кравченко,27,117,1972,,,,,
Павлов Лев Александрович,Улица Академика Пилюгина,21,39,1957,,,,,
Григорьев Пётр Александрович,Улица Вавилова,22,275,1953,,,,,
Полякова Мария Артёмовна,Улица Гарибальди,13,264,1953,,,,,
Белова София Львовна,Нахимовский проспект,19,194,1981,,,,,
Серебрякова Дарья Георгиевна,Улица Гарибальди,8,247,1963,,,,,
Максимова Полина Кирилловна,Улица Кравченко,10,54,2003,,,,,
Васильева София Николаевна,Улица Архитектора Власова,29,151,1967,,,,,
Осипов Вадим Борисович,Улица Кравченко,13,52,1995,,,,,
Сазонова Анастасия Александровна,Улица Гарибальди,1,190,1970,,,,,
Островский Макар Глебович,Улица Вавилова,23,129,1985,,,,,
Соколов Лев Владиславович,Улица Гарибальди,9,86,1952,,,,,
Селиванова Елизавета Марковна,Улица Гарибальди,5,233,1961,,,,,
Терентьева Арина Марковна,Улица Крупской,15,107,1952,,,,,
Павлов Кирилл Александрович,Нахимовский проспект,19,14,1951,,,,,
Коровина Екатерина Юрьевна,Нахимовский проспект,10,272,1991,,,,,
Родионова Дарья Александровна,Улица Академика Пилюгина,3,144,2003,,,,,
Ларина Александра Ярославовна,Нахимовский проспект,21,33,1982,,,,,
Орлова Алёна Романовна,Проспект Вернадского,27,256,1967,,,,,
Ермакова Майя Никитична,Улица Академика Пилюгина,13,231,1957,,,,,
Баранова Василиса Александровна,Улица Вавилова,18,108,1958,,,,,
Филиппова София Максимовна,Нахимовский проспект,21,243,1992,,,,,
Воронин Сергей Дмитриевич,Проспект Вернадского,8,192,1986,,,,,
Сазонова Анастасия Александровна,Нахимовский проспект,23,248,1997,,,,,
