ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Денисов Алексей Романович,Ленинский проспект,1,207,1999,,,,,
Прохоров Андрей Арсеньевич,Улица Гарибальди,29,42,2003,,,,,
Куликов Ярослав Фёдорович,Улица Кравченко,28,212,1999,,,,,
Воронина Полина Глебовна,Улица Кравченко,9,241,1987,,,,,
Карпов Григорий Иванович,Улица Крупской,18,237,1959,,,,,
Антонов Артём Платонович,Проспект Вернадского,24,199,1984,,,,,
Серебрякова Дарья Георгиевна,Проспект Вернадского,8,22,1968,,,,,
Жданова Ульяна Никитична,Улица Кравченко,17,89,1990,,,,,
Латышев Роман Михайлович,Проспект Вернадского,1,104,1996,,,,,
Усова Алиса Николаевна,Улица Крупской,8,93,1951,,,,,
Лазарева Анна Григорьевна,Улица Кравченко,21,21,1981,,,,,
Ананьев Алексей Семёнович,Улица Марии Ульяновой,20,177,1971,,,,,
Воронина Полина Глебовна,Улица Строителей,25,100,1973,,,,,
Иванов Артём Иванович,Улица Крупской,6,49,1969,,,,,
Полякова Мария Артёмовна,Улица Гарибальди,8,102,1987,,,,,
Соколова Василиса Александровна,Нахимовский проспект,26,189,1984,,,,,
Добрынин Дмитрий Тихонович,Улица Гарибальди,21,121,1979,,,,,
Власова Алина Андреевна,Улица Академика Пилюгина,28,106,1969,,,,,
Кукушкин Павел Львович,Улица Панфёрова,4,300,1994,,,,,
Соловьева Елизавета Ивановна,Улица Крупской,10,55,1952,,,,,
Баранова Василиса Александровна,Улица Гарибальди,11,272,1960,,,,,
Петрова Алиса Степановна,Улица Марии Ульяновой,19,12,1960,,,,,
Павлов Лев Александрович,Улица Гарибальди,8,117,1951,,,,,
Леонтьев Семён Иванович,Улица Кравченко,16,269,1991,,,,,
Петровская Анастасия Макаровна,Улица Гарибальди,15,175,1976,,,,,
Климова Екатерина Михайловна,Улица Марии Ульяновой,1,172,1970,,,,,
Петрова Таисия Артёмовна,Ленинский проспект,16,153,1952,,,,,
Астахова София Ильинична,Улица Крупской,22,199,1951,,,,,
Соловьева Елизавета Ивановна,Улица Марии Ульяновой,5,20,1954,,,,,
Иванова Татьяна Юрьевна,Улица Академика Пилюгина,1,258,1985,,,,,
Морозов Роман Артурович,Улица Марии Ульяновой,27,176,1992,,,,,
Николаева Валерия Владимировна,Проспект Вернадского,6,289,1958,,,,,
Павлов Евгений Кириллович,Улица Архитектора Власова,20,51,2001,,,,,
Куликов Ярослав Фёдорович,Улица Гарибальди,26,100,1993,,,,,
Лебедева Василиса Андреевна,Улица Строителей,7,30,1999,,,,,
Горелов Владимир Дмитриевич,Нахимовский проспект,12,266,1979,,,,,
Баранова Виктория Максимовна,Ленинский проспект,29,148,1965,,,,,
Власова Алина Андреевна,Улица Марии Ульяновой,3,181,1988,,,,,
Овчинникова Дарья Ильинична,Ленинский проспект,6,76,1987,,,,,
Никонова София Константиновна,Улица Архитектора Власова,4,30,1982,,,,,
Прокофьев Дмитрий Родионович,Улица Крупской,29,107,1994,,,,,
Жданов Илья Михайлович,Улица Марии Ульяновой,8,192,2005,,,,,
Коротков Кирилл Мирославович,Проспект Вернадского,20,171,1991,,,,,
Петров Георгий Николаевич,Проспект Вернадского,10,63,1964,,,,,
Денисов Алексей Романович,Улица Академика Пилюгина,7,211,1985,,,,,
Гордеева Диана Михайловна,Улица Академика Пилюгина,4,93,1966,,,,,
Захаров Николай Александрович,Проспект Вернадского,26,195,2002,,,,,
Тихонова Мария Фёдоровна,Улица Академика Пилюгина,24,9,1992,,,,,
Волков Кирилл Маркович,Улица Гарибальди,3,217,1985,,,,,
